n_linea,ctexto1,ctexto2,distancia,texto1,texto2
1254,39,50,12,pose susi en determinadas crcunstandas),posible sustituto en determinadas circunstancias).
1255,84,89,15,+) banco europeo de inversiones inenvene como entosa suseriora de a emisión de bonos,banco europeo de inversiones  interviene como entidad suscriptora de la emisión de bonos.
1256,88,92,11,1 barclays ineniene como agent de pagos dela emvsión de bonos y como conrapane del fondo,barclays interviene como agente de pagos de la emisión de bonos y como contraparte del fondo
1257,82,88,8,nel contato de aperura de cuente a tipo de interés garantzado (cuent de tesoreria),en el contrato de apertura de cuenta a tipo de interés garantizado (cuenta de tesorería)
1258,89,97,20,8) delontte ha realzado una agria sobre determinadas ceraterstcas y attutos de uns muesra,deloitte ha realizado una auditoría sobre determinadas características y atributos de una muestra
1259,89,97,8,"el conjunto dels préstamos ipotecarios selecionados dela entidades cedentes, delos que se","del conjunto de los préstamos hipotecarios seleccionados de las entidades cedentes, de los que se"
1260,74,80,7,extraer los próstamos hipotecarios pra su cesión al fondo en su constució.,extraerán los préstamos hipotecarios para su cesión al fondo en su constitución.
1261,87,85,5,"h) garrigues, como asesor independente, ha proporcionado al asesoramiento legal para la","garrigues, como asesor independiente, ha proporcionado el asesoramiento legal para la"
1262,89,96,9,úconsttución del fondo yla emisión delos bonos y ha ievenido en a revisión delos aspectos,constitución del fondo y la emisión de los bonos y ha intervenido en la revisión de los aspectos
1263,96,103,15,"tegalos, hacals y contractuales del presento folio. delo contratos de les operaciones y servicos","legales, fiscales y contractuales del presente folleto, de los contratos de las operaciones y servicios"
1264,57,68,15,narcisos referidos an elmismo y del escura de conshtución,financieros referidos en el mismo y de la escritura de constitución.
1265,84,97,15,dba y fi son les agencias de calcación que han asignado las cacacones ala emisión de,dbrs y fitch son las agencias de calificación que han asignado las calificaciones a la emisión de
1266,6,6,0,bonos.,bonos.
1267,90,91,3,la sociedad gestora desconoce la existencia de ninguna ara vinculación o interás económico,la sociedad gestora desconoce la existencia de ninguna otra vinculación o interés económico
1268,84,100,22,"sigricalvo enve las ctadas entdedes que pecan en emisón de bonos, sao la estctamento","significativo entre las citadas entidades que participan en emisión de bonos, salvo la estrictamente"
1269,97,103,7,profesional derivada de su paricpación según se ha detalado en el presente apardo y an l apartado,profesional derivada de su participación según se ha detallado en el presente apartado y en el apartado
1270,21,27,6,52 de document regio.,5.2 del documento registro.
1271,68,68,1,información relativa a los valores que van a ofertarse y admitiase a,información relativa a los valores que van a ofertarse y admitirse a
1272,11,11,0,cotización.,cotización.
1273,42,43,1,importe total de ls valores y suscripción.,importe total de los valores y suscripción.
1274,28,29,1,importe total de os valores.,importe total de los valores.
1275,95,104,12,"el impone ttal de la emisión de bonos de tiutzacón a ""emisión de bonos” o los bonos"") ascende a","el importe total de la emisión de bonos de titulización (la ""emisión de bonos” o los “bonos”) asciende a"
1276,90,103,19,"rovente milones (80 00000000) de euos d valo nomin, onatuida po novecientos (900) banos de","noventa  millones (90.000.000,00) de euros de valor nominal, constituida por novecientos (900) bonos de"
1277,87,97,13,"clan mi (100.000) surs de valor nominal untar, representados meant antaciones encuenta.","cien mil (100.000) euros de valor nominal unitario, representados mediante anotaciones en cuenta."
1278,30,31,1,precio de emisión delos bonos.,precio de emisión de los bonos.
1279,73,77,4,el precio de emisión de os bonos será l 100 porciento de su valo nominal.,el precio de emisión de los bonos será el 100 por ciento de su valor nominal.
1280,3,3,3,asa,   
1281,92,100,9,los gasos e impuestos imerentes a emisión delos bonos rán por cuenta del fondo. el precio de,los gastos e impuestos inherentes a la emisión de los bonos serán por cuenta del fondo. el precio de
1282,96,103,10,"misión delos bonos será cien mi (100.000) suas por bono, ra de impuestos y gastos de suscripción","emisión de los bonos será cien mil (100.000) euros por bono, libre de impuestos y gastos de suscripción"
1283,36,39,3,para el susripor por pare del fondo.,para el suscriptor por parte del fondo.
1284,46,47,1,dirección y suscripción dela emisión de bonos.,dirección y suscripción de la emisión de bonos.
1285,86,91,9,la suscrgción de la emvalón de bonos se lvará a cabo excusvamente por banco europeo de,la suscripción de la emisión de bonos se llevará a cabo exclusivamente por banco europeo de
1286,94,95,7,inversiones (a “entidad suseriptora ) contorno al contrato de dirección y suscripción que será,inversiones (la ³entidad suscriptora´) conforme al contrato de dirección y suscripción que será
1287,73,74,2,celebrado porla sociadad gestora en nombre y en representación del fondo.,celebrado por la sociedad gestora en nombre y en representación del fondo.
1288,84,92,10,"banco cooperativo, itemendrá enla emisión de bonos como entidad directora y perl una","banco cooperativo, intervendrá en la emisión de bonos como entidad directora y percibirá una"
1289,93,101,10,comisión pora areccón e la emaión de bonos del 002% del importe nominal total dela emisión de,"comisión por la dirección de la emisión de bonos del 0,02% del importe nominal total de la emisión de"
1290,5,6,1,bonos,bonos.
1291,86,93,7,banco europeo de inversiones no percrá comisión algun por la suscpción dela emisión de,banco europeo de inversiones no percibirá comisión alguna por la suscripción de la emisión de
1292,6,6,0,bonos.,bonos.
1293,91,97,9,el contrao de dieccón y susorpcón quedará resueto de pleno derecro a) en el ceso de que las,el contrato de dirección y suscripción quedará resuelto de pleno derecho a) en el caso de que las
1294,89,103,17,"agencias de caicación no contaran as de las 130 horas (ora cet) del día 4 de [to de 2014,","agencias de calificación no confirmaran antes de las 13:00 horas (hora cet) del día 4 de julio de 2014,"
1295,93,104,11,"como fnals, as calcaciones asgnadas con carácter provisional alos bonos; o (ben aso de que no","como finales, las calificaciones asignadas con carácter provisional a los bonos; o (b) en caso de que no"
1296,60,65,5,se produzca el desembolso dela ttalda dela emisión de bonos.,se produzca el desembolso de la totalidad de la emisión de bonos.
1297,39,44,5,descripción delpo y clase delos valores,descripción del tipo y clase de los valores.
1298,95,105,13,"los bonos gozan d la nalualza juídica de valores negocabis de renta ja con rendimiento expleto,","los bonos gozan de la naturaleza jurídica de valores negociables de renta fija con rendimiento explícito,"
1299,90,96,7,quedando sujetos al régimen previsto or la ley de mercado de valores y nomatva de desarall,quedando sujetos al régimen previsto por la ley de mercado de valores y normativa de desarrollo.
1300,45,47,2,legislación según a cual se crean ls valores.,legislación según la cual se crean los valores.
1301,94,101,9,la constucón del fondo y la emvsón de bonos se encuentran sujetas ala ley española y n conarto,la constitución del fondo y la emisión de bonos se encuentran sujetas a la ley española y en concreto
1302,98,105,9,se realzan de acuerdo con e régimen legal previsto por () el real decreto 8261198 y dsposiones que,se realizan de acuerdo con el régimen legal previsto por (i) el real decreto 926/1998 y disposiciones que
1303,98,105,16,"lo desanalen, 4) la ley 19/1902. en cuanto a 1 no contemplado en el real decreto 92 1008 y en tato","lo desarrollen, (ii) la ley 19/1992, en cuanto a lo no contemplado en el real decreto 926/1998 y en tanto"
1304,93,111,23,"rezuxe de aplcacón. (2) la dsposción adicional quina de a ley /1994, n su redacción wget, (la","resulte de aplicación, (iii) la disposición adicional quinta de la ley 3/1994, en su redacción vigente, (iv) la"
1305,93,104,15,"ley del mercado de valores y normaiva de desarallo apicabe,( el eglament 80972004, (4) 6 real","ley del mercado de valores y normativa de desarrollo aplicable, (v) el reglamento 809/2004, (vi) el real"
1306,90,99,11,decreto 1510/2005 y (vi) las demás deposiciones legales y reglamentas en igor que resul de,decreto 1310/2005 y (vii) las demás disposiciones legales y reglamentarias en vigor que resulten de
1307,24,27,4,apicacón on cada momento,aplicación en cada momento.
1308,97,102,6,"la escritura de constlucón, la emisión de bonos y ls contratos que suscba la sociedad gestora por","la escritura de constitución, la emisión de bonos y los contratos que suscriba la sociedad gestora por"
1309,99,104,5,cuenta del fondo estarán sujetos al ley española y e regrn e interpretarán de acuerdo con las leyes,cuenta del fondo estarán sujetos a la ley española y se regirán e interpretarán de acuerdo con las leyes
1310,9,10,1,españolas,españolas.
1311,91,100,10,indicación de slos valores son nominatlvos al portador slo valores están en forma de título,indicación de si los valores son nominativos o al portador y si los valores están en forma de título
1312,20,22,3,"anotación en cuenta,",o anotación en cuenta.
1313,89,92,7,los sanos que ss emiten con cago al fondo estarán representados excusivemente por medo de,los bonos que se emiten con cargo al fondo estarán representados exclusivamente por medio de
1314,91,105,20,"anotaciones en cota, y e consiurn como als en veta desu insorpción en iorciear como entidad","anotaciones en cuenta, y se constituirán como tales en virtud de su inscripción en iberclear como entidad"
1315,92,101,14,“encargada de su regis contable de catomidad con larículo 11 del real decrao 116/1992 a este,encargada de su registro contable de conformidad con el artículo 11 del real decreto 116/1992. a este
1316,95,107,17,respecto se nac constar que la esortua de consitción surta los secos prevscs en el arículo 6 de,respecto se hace constar que la escritura de constitución surtirá los efectos previstos en el artículo 6 de
1317,28,30,2,la ley el mercado de valores,la ley del mercado de valores.
1318,88,91,3,"sociedad de gestón de los sstemas de registro, compensación y liquidación de valores sa.","sociedad de gestión de los sistemas de registro, compensación y liquidación de valores s.a."
1319,88,97,16,"(iserlear), con domiclo en la plaza dela leatad, 1 de macri, sera designada como entidad","“iberclear” con domicilio en la plaza de la lealtad, nº. 1 de madrid, será designada como entidad"
1320,90,103,19,"""encargada del regato cone de los bonos enla estrtura de conslucón de forma que se elec la",encargada del registro contable de los bonos en la escritura de constitución de forma que se efectúe la
1321,93,99,9,«ompensacón y luisacón de los bonos de acuerdo can ls nomas de funcionamiento que respecto de,compensación y liquidación de los bonos de acuerdo con las normas de funcionamiento que respecto de
1322,84,92,15,"valores sómiidos a cotzacón en af, y tepresenedos medante anciaccnes en cuenta tenga","valores admitidos a cotización en aiaf, y representados mediante anotaciones en cuenta tenga"
1323,57,70,18,stticidas o puedan ser aprobadas en un fro por iris o aja,establecidas o puedan ser aprobadas en un futuro por iberclear o aiaf.
1324,84,105,24,los intros de ls bonos serán dentcados como tle según rsute de regsro conta vado por,los titulares de los bonos serán identificados como tales según resulte del registro contable llevado por
1325,32,41,12,las entidades paripants en iori ,las entidades participantes en iberclear.
1326,21,21,0,divisa de la emisión.,divisa de la emisión.
1327,39,39,0,los bonos estarán denominados en euros.,los bonos estarán denominados en euros.
1328,50,52,2,clasificación delo valores según la subordinación.,clasificación de los valores según la subordinación.
1329,97,101,5,el préstamo 8 se encuentra postergado en el pago de intereses y de reembolso el pncpal respecto a,el préstamo b se encuentra postergado en el pago de intereses y de reembolso del principal respecto a
1330,97,102,6,"los bonos, de conformidad conto previsto en l orden de prelacón de pagos yen orden de prelacin de","los bonos, de conformidad con lo previsto en el orden de prelación de pagos y en orden de prelación de"
1331,20,21,1,pagos de liquidación,pagos de liquidación.
1332,91,92,1,mención simple al número de orden que en a prelación de pagos del fondo ocupan los pagos de,mención simple al número de orden que en la prelación de pagos del fondo ocupan los pagos de
1333,22,23,1,intereses delos bonos.,intereses de los bonos.
1334,98,104,8,el pago de intereses devengados poros bonos ocupa () el segundo (2 lugar de la aicación de fondos.,el pago de intereses devengados por los bonos ocupa (i) el segundo (2º) lugar de la aplicación de fondos
1335,95,104,12,"disponiles del orden de prelacón de pagos establecido en l aparado 3: 62.12 del médulo adciona,","disponibles del orden de prelación de pagos establecido en el apartado 3.4.6.2.1.2 del módulo adicional,"
1336,91,108,18,y leer (5) luar dela aplicación delo fondos disponibles de liquidación del orden e prlación,y (ii) el tercer (3º) lugar de la aplicación de los fondos disponibles de liquidación del orden de prelación
1337,76,80,8,e pagos de liquidación establecido enel aperiado 5.4.5. del módulo adicional,de pagos de liquidación establecido en el apartado 3.4.6.3 del módulo adicional.
1338,91,92,1,mención simple al número de orden que en a prelación de pagos del fondo ocupan los pagos de,mención simple al número de orden que en la prelación de pagos del fondo ocupan los pagos de
1339,36,36,0,reembolso de principal de los bonos.,reembolso de principal de los bonos.
1340,89,102,15,el mee dela eteción para amorización desinado a la amonización delos bonos y del préstamo,el importe de la retención para amortización destinado a la amortización de los bonos y del préstamo b
1341,94,104,12,"“en su cojuo, ocupa el quito (5 luar dela aplicación de fondos dsponbles de orden de prelación","en su conjunto, ocupa el quinto (5º) lugar de la aplicación de fondos disponibles del orden de prelación"
1342,54,69,19,de pagos estatico en lapatedo 3.5212 el módulo adicnal,de pagos establecido en el apartado 3.4.6.2.1.2 del módulo adicional.
1343,96,104,8,la amorización del prncal delos bonos se realizará de conformidad con ls reglas de disrbución de,la amortización del principal de los bonos se realizará de conformidad con las reglas de distribución de
1344,92,101,14,los fondos dispntsas para amonización qu se recogen n el apanado 4.935 dela presente nota de,los fondos disponibles para amortización que se recogen en el apartado 4.9.3.5 de la presente nota de
1345,5,8,3,vales,valores.
1346,88,100,13,la amorizacón dl péncpal delos bonos ocupa el cuao (4) lgar dela apicación de los fondos,la amortización del principal de los bonos ocupa el cuarto (4º) lugar de la aplicación de los fondos
1347,93,100,9,disponibles de iuisación del orden de prelacón de pagos de liquidación estableco en el apaaco,disponibles de liquidación del orden de prelación de pagos de liquidación establecido en el apartado
1348,23,29,8,2.463 de modo adicional,3.4.6.3 del módulo adicional.
1349,51,53,3,"descripción delos derechos vinculados a os valores,",descripción de los derechos vinculados a los valores.
1350,92,98,6,los derechos económicos y fnanciros paa los tulares de los bonos asociados ala adquisición y,los derechos económicos y financieros para los titulares de los bonos asociados a la adquisición y
1351,88,96,12,"tenencia de loz bonos, serán los devados delas condicones de ipo de ntrte, renamientos y","tenencia de los bonos, serán los derivados de las condiciones de tipo de interés, rendimientos y"
1352,94,100,12,úconationes de amonización con que se embrán y que se encuentran recogis en los apartados 48 y,condiciones de amortización con que se emitirán y que se encuentran recogidas en los apartados 4.8 y
1353,95,102,11,"43 de la presento nota de valores. conlorme la giación vigente, los bonos objeto de la presenta","4.9 de la presente nota de valores. conforme a la legislación vigente, los bonos objeto de la presente"
1354,90,105,17,nota de valore no otorgan al iersor que ls adquiera gún derecho pollo present jo fro sobre,nota de valores no otorgan al inversor que los adquiera ningún derecho político presente y/o futuro sobre
1355,8,9,1,elfondo.,el fondo.
1356,96,101,8,los titulares d ls bonos y los restantes sereores del fondo na dspondrán de acción alguna contra,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna contra
1357,97,101,5,los deudores delos préstamos hipotecarios que hayan incumpldo sus abigacines de pago o contra las,los deudores de los préstamos hipotecarios que hayan incumplido sus obligaciones de pago o contra las
1358,97,99,4,"enidades cedentes, siendo la sociedad gestora, como representante del fondo, quien ostntará dica.","entidades cedentes, siendo la sociedad gestora, como representante del fondo, quien ostentará dicha"
1359,6,7,1,acción,acción.
1360,95,104,12,los ttulres delos bonos y os restantes creadoras del fondo no dspendrán de ación alguna rente a,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna frente al
1361,92,97,7,"fondo ni fret ala sociedad gestora, an caso de impago de cantados adeudadas por el fondo que","fondo ni frente a la sociedad gestora, en caso de impago de cantidades adeudadas por el fondo que"
1362,88,92,7,sea consecuencia de la existencia de morasidad o de amonizacón antopada de los préstamos,sea consecuencia de la existencia de morosidad o de amortización anticipada de los préstamos
1363,94,103,14,"fhpotecaños, del incomplmento delas entidades cedertes de sus blgacoes o de as contrapartes de","hipotecarios, del incumplimiento de las entidades cedentes de sus obligaciones o de las contrapartes de"
1364,94,100,9,"los operacanes contratadas en nombxe y por cuenta del fondo, o por nsuencia de las operaciones","las operaciones contratadas en nombre y por cuenta del fondo, o por insuficiencia de las operaciones"
1365,65,75,13,anarcieras de protección para atender el será inanceo delos bonos,financieras de protección para atender el servicio financiero de los bonos.
1366,97,103,8,los tulres ds los bonos y los estantes acreedores del fondo no depondrán de más acciones contr la,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de más acciones contra la
1367,91,96,5,sociedad gestora que las deradas de los incumplimientos de sus funciones o inbserancia delo,sociedad gestora que las derivadas de los incumplimientos de sus funciones o inobservancia de lo
1368,91,105,20,“puesto an l presento folieto y enla esctua de constción.dinas acciones deberán reolvrso en,dispuesto en el presente folleto y en la escritura de constitución. dichas acciones deberán resolverse en
1369,71,83,15,julio declralvo crdnaro que coesponda según a cuanta de la reclamación.,el juicio declarativo ordinario que corresponda según la cuantía de la reclamación.
1370,96,107,11,"todas las cuestones, discrepancia, itgios y reclamaciones que pueran derivarse del cositució del","todas las cuestiones, discrepancias, litigios y reclamaciones que pudieran derivarse de la constitución del"
1371,92,98,6,"fondo, adminsracn y repesentación legal por la sociedad gestora del fondo, y d la emisión de","fondo, administración y representación legal por la sociedad gestora del fondo, y de la emisión de"
1372,87,92,6,"bonos can cargo al mimo, serán conocidas y aladas por los juzgados y trbunales españles","bonos con cargo al mismo, serán conocidas y falladas por los juzgados y tribunales españoles"
1373,12,12,0,competentes.,competentes.
1374,3,3,3,as:,   
1375,3,3,3,asa,   
1376,44,75,33,"""tipo de interés nominal y disposiciones ret",tipo de interés nominal y disposiciones relativas al pago de los intereses.
1377,21,1,20,pego de os intereses., 
1378,36,37,1,tipo de interés nominal delos bonos.,tipo de interés nominal de los bonos.
1379,92,95,6,"los bonos devengarán desde la fecha de desembaco hasta el total vencimiento delos mísmos, un","los bonos devengarán, desde la fecha de desembolso hasta el total vencimiento de los mismos, un"
1380,100,109,9,"interés nominal anual variable trimestralmente y con pago timestra, que será el queresue de alar los","interés nominal anual, variable trimestralmente y con pago trimestral, que será el que resulte de aplicar los"
1381,30,38,12,stes estebicidos a cotinueción,criterios establecidos a continuación.
1382,93,97,14,el upo de interés nominal anual resultante (a “tipo de interés nominal) se pagar por timesves,(l tiso de interés nominal anual resultante el “tipo de interés nominal” se sajari sor trimestres
1383,94,95,6,vencidas en cade fecha de pago totre el saldo de pracipal pendiente de los bonos a la fecha de,vencidos en cada fecha de pago sobre el saldo de principal pendiente de los bonos a la fecha de
1384,91,101,16,"determinación precagente, sempre que el fondo cuente con iqudezsulcent de acuerdo con orán.","determinación precedente, siempre que el fondo cuente con liquidez suficiente de acuerdo con el orden"
1385,84,93,11,e prelacón de pagos o on el orden de preacón de pagos de liquidación gún conesgonda.,"de prelación de pagos o con el orden de prelación de pagos de liquidación, según corresponda."
1386,95,99,7,"las retenciones, pagos a cuenta, conbuciones a impuestos establecidos o que se ostablezcan en 6","las retenciones, pagos a cuenta, contribuciones e impuestos establecidos o que se establezcan en el"
1387,97,107,13,"aturo sobre el capital, intereses rendimientos de los bonos, comerán a cago exclusivo delos mulas","futuro sobre el capital, intereses o rendimientos de los bonos, correrán a cargo exclusivo de los titulares"
1388,96,102,9,"e os bonos, y su importe será deducao, an su caso, por la sociedad gestora en teresentacin y por","de los bonos, y su importe será deducido, en su caso, por la sociedad gestora, en representación y por"
1389,81,85,6,"uenta del fondo. o através del agente de pagos, en la orma legalmente estableció.","cuenta del fondo, o a través del agente de pagos, en la forma legalmente establecida."
1390,21,21,0,devengo de intereses.,devengo de intereses.
1391,93,97,6,"a efectos dl devengo de intereses, la duración de los bonos se gvidrá en sucesvos periodos de","a efectos del devengo de intereses, la duración de los bonos se dividirá en sucesivos períodos de"
1392,88,90,8,devengo de intereses (periodos de devengo de intereses) comprenshvos de los das etecivos,devenjo de intereses “periodos de devengo de intereses” comsrensivos de los dtas efectivos
1393,93,98,9,"""ranscunidos entr cada dos fechas de pago consecuvas, incluyendo en cada panodo de devengo de","transcurridos entre cada dos fechas de pago consecutivas, incluyendo en cada periodo de devengo de"
1394,85,90,6,"intereses la fecha de pago nica, y excluyendo la fecha de pago tna. excepcionalmente:","intereses la fecha de pago inicial, y excluyendo la fecha de pago final. excepcionalmente:"
1395,97,102,11,(0 elprimer periodo de dewengo de intereses tencrá una duración equivalente alos días olcivamante,(i) el primer periodo de devengo de intereses tendrá una duración equivalente a los días efectivamente
1396,85,98,16,"trenscuidos enr la fecha de desemboio, e 8 de jul de 2014, cid, y la primera focha de","transcurridos entre la fecha de desembolso, el 8 de julio de 2014, incluida, y la primera fecha de"
1397,39,42,5,"pago el14decotubre de 2014, excluida: y","pago el 14 de octubre de 2014, excluida; y"
1398,90,103,18,(1) sl útmo pero de devengo de ineresas tendrá una duracón equivalente als ía etectramente,(ii) el último periodo de devengo de intereses tendrá una duración equivalente a los días efectivamente
1399,91,102,17,"trenscuidos ense la lima fecha de pago previa ala equcación del fondo, icluida. y a ecna de","transcurridos entre la última fecha de pago previa a la liquidación del fondo, incluida, y la fecha de"
1400,17,22,5,"liquidación, excl","liquidación, excluida."
1401,90,97,10,el to de inerés nominal so devengará sobre los dla efecivos tanacuridos de cada periodo de,el tipo de interés nominal se devengará sobre los días efectivos transcurridos de cada periodo de
1402,93,95,8,"devengo de ineresos para el que tublere sido determinado, calcuándose sobre la base de un 2%0","devengo de intereses para el que hubiere sido determinado, calculándose sobre la base de un año"
1403,23,23,2,«compuesto por 360 días,compuesto por 360 días.
1404,23,24,3,"""tipo de interés nomina",tipo de interés nominal.
1405,31,1,30,el to de ierés nominal apícable, 
1406,35,0,35,intereses será l qu resul de sumar.,
1407,55,94,39,los bonos y determinado para cada periodo de devengo de,el tipo de interés nominal aplicable a los bonos y determinado para cada periodo de devengo de
1408,0,39,39,,intereses será el que resulte de sumar:
1409,3,3,3,   ,(i)
1410,73,80,14,"(0 el tipo interés de aerencia según se establece enel apaado siguente, y","el tipo de interés de referencia, según se establece en el apartado siguiente, y"
1411,23,26,6,"(0 un margen del 1.50%,","(ii)  un margen del 1,50%."
1412,93,104,12,e ipods ntrés nominal resultante se expresará en anto por cent con rs decimales reondeando la,el tipo de interés nominal resultante se expresará en tanto por ciento con tres decimales redondeando la
1413,54,63,14,"tr conespondiente a la milésima, con equdetenia 9 alza","cifra correspondiente a la milésima, con equidistancia al alza."
1414,49,49,1,tipo de interés de reterencia y su determinación.,tipo de interés de referencia y su determinación.
1415,98,98,10,el tg0 de interés de referencia (“tipo de interés de relerencia) para la determinación del tipo de,(l tiso de interés de referencia “tipo de interés de referencia” sara la determinación del 7iso de
1416,49,54,5,interés nominal aplcable lo bonos es el siguiente,interés nominal aplicable a los bonos es el siguiente:
1417,90,102,36,"1) salvo para el primer peñodo de devengo de ineesos, el 1p0 eurtor “euro imeran otead rat","i) 6alvo sara el srimer 3eriodo de 'evenjo de ,ntereses el tiso (uribor “(uro ,nter%ann 2ffered 5ate”,"
1418,81,90,17,scudo y detibudo por el sisema de infomación inancisra saidge por mandato de fee.,calculado y distribuido por el sistema de información financiera bridge por mandato de fbe
1419,83,91,29,"(feceraion banca de ¡union eutopéenne), res (3) mesas de vencmiento hjado ales 1100",“)éderation %ancaire de l¶8nion (uroséenne” a tres  meses de vencimiento fijado a las 11:00
1420,88,95,22,"horas dela ma ana (ora cet ""cent european time) dela fecha de fjaión del tipo de interés","horas de la maxana hora c(7 “central (urosean 7ime” de la )echa de )imación del 7iso de ,nterés"
1421,81,89,11,"descrta a continuación, y que actuamene se pubica en la página eecuónca euriboro!","descrita a continuación, y que actualmente se publica en la página electrónica euribor01,"
1422,78,92,16,"suminirada por extra, cualquier ora página que pudiera reemplaza en ete serio.","suministrada por reuters, o cualquier otra página que pudiera reemplazarla en este servicio."
1423,89,97,12,"excepcionalmente, el tp de inter de aeternca para l pines periodo de devengo de intereses","excepcionalmente, el tipo de interés de referencia para el primer periodo de devengo de intereses"
1424,87,105,23,sex el que resul dela nterpolacón ins entre el po eurbor a es (3) meses y 8 po esrtor a,será el que resulte de la interpolación lineal entre el tipo euribor a tres (3) meses y el tipo euribor a
1425,88,96,11,"ses (6) meses de vencimiento, tados las 11:00 hras dela mañana (ora cet) del segurdo dia","seis (6) meses de vencimiento, fijados a las 11:00 horas de la mañana (hora cet) del segundo día"
1426,93,99,13,fabi antenar ala fecha ds desemboiso teniendo en cuenta l número de las del primer periodo de,"hábil anterior a la fecha de desembolso, teniendo en cuenta el número de días del primer periodo de"
1427,91,100,10,desengo de intereses. el álul el tpo de interés de reerencia para el primer pero de devengo,devengo de intereses. el cálculo del tipo de interés de referencia para el primer periodo de devengo
1428,56,61,6,de intereses se realizará con eegl ala siguente fórmula:,de intereses se realizará con arreglo a la siguiente fórmula:
1429,40,48,14,ir [(0-90/90) xe6] + [(-a10-20/90))x es],ir = [((d-90)/90) x e6] + [(1-((d-90)/90)) x e3]
1430,6,6,0,donde:,donde:
1431,72,83,16,ia- tios inrés de referencia para el prmer peredo de devengo de ineresas,ir =  tipo de interés de referencia para el primer periodo de devengo de intereses.
1432,56,3,54,d= número de dls del pámor periodo de devengo de inresos,d =
1433,0,58,58,,número de días del primer periodo de devengo de intereses.
1434,46,50,8,es - tio eurisor els (6) meses de vencimiento.,e6 = tipo euribor a seis (6) meses de vencimiento.
1435,42,50,10,es = tio euro a o (3) meses de vencimiento,e3 = tipo euribor a tres (3) meses de vencimiento.
1436,90,94,5,las definiciones relavas el po euribor que fueran aprobadas por la fbe y por la asociación,las definiciones relativas al tipo euribor que fueran aprobadas por la fbe y por la asociación
1437,87,101,16,cambia ntemacioal (aci) complementars ala actual detición del po eurbor se considerarán,"cambista internacional (aci) complementarias a la actual definición del tipo euribor, se considerarán"
1438,92,102,20,intvogucdas alos efectos del tipo de inmés de referencia relato al go euribor al nacesaso de,introducidas a los efectos del tipo de interés de referencia relativo al tipo euribor sin necesidad de
1439,90,97,10,mosticación de los presentes términos de tipo de interés de relerencia i de noticación los,modificación de los presentes términos del tipo de interés de referencia ni de notificación a los
1440,41,47,10,vales de os bonos por la sacledad gestora,titulares de los bonos por la sociedad gestora.
1441,98,108,13,ln en sl supuesto de usencia o imposbldad de obtención del po establecido en el apartado) anterior,"ii) en el supuesto de ausencia o imposibilidad de obtención del tipo establecido en el apartado i) anterior,"
1442,83,101,24,+l tipo de ers de referencia sustulwo será lo de ierés que resul de efetas la meda.,el tipo de interés de referencia sustitutivo será el tipo de interés que resulte de efectuar la media
1443,89,98,20,"grtmátca smpla de los tpos de interés intesencaros de olaa pera operacores de depósto no,",aritmética simple de los tipos de interés interbancarios de oferta para operaciones de depósito no
1444,97,103,15,transterides en utos a 10 (3) mesos de vencimiento por un importe equivciont a saldo de principal,transferibles en euros a tres (3) meses de vencimiento por un importe equivalente al saldo de principal
1445,97,99,3,"pendiente de a emisión de banos, que declaren cuatro (4) entidades bancarias de primer orden de a","pendiente de la emisión de bonos, que declaren cuatro (4) entidades bancarias de primer orden de la"
1446,94,103,15,"zona euro, previa sole simultanea ala sede píncpal de cada una de alas electueda por el agente","zona euro, previa solicitud simultánea a la sede principal de cada una de ellas efectuada por el agente"
1447,90,96,16,de pagos son posteranded y pronmiead a las 11:20 horas (hara cet) en la fecha de pacón 0el,de pagos con posterioridad y proximidad a las 11:00 horas (hora cet) en la fecha de fijación del
1448,12,16,4,to e interés,tipo de interés.
1449,91,99,10,"excepcionalmente, el tipo de interés de reerenciasustuto para el prime parado de devengo de","excepcionalmente, el tipo de interés de referencia sustitutivo para el primer periodo de devengo de"
1450,90,105,21,"intereses será el que rest dela inorpolacón inca, contorme al iórmula del aparaco anterio.","intereses será el que resulte de la interpolación lineal, conforme a la fórmula del apartado i) anterior,"
1451,86,99,20,entre el po de neréa que resae de efectuar la meda artmátca simple de ls 1pos de menes,entre el tipo de interés que resulte de efectuar la media aritmética simple de los tipos de interés
1452,90,99,14,intetbancaños de lena par operaciones de depósito no ransferies en guros a es (3) meses de,interbancarios de oferta para operaciones de depósito no transferibles en euros a tres (3) meses de
1453,82,99,21,vencimiento y el ip de nteés que reso de elecas la meda amétca sample delos ips de,vencimiento y el tipo de interés que resulte de efectuar la media aritmética simple de los tipos de
1454,91,98,15,interés intervencaros de oteia para operaciones de depósto no rarsferbles en suros a el (5),interés interbancarios de oferta para operaciones de depósito no transferibles en euros a seis (6)
1455,86,91,7,"meses de vencimiento, ambos para un impor equralente al impone nominal dela emisión de","meses de vencimiento, ambos para un importe equivalente al importe nominal de la emisión de"
1456,90,103,18,"bonos, que declare la entados barcas según lo depuesto en el páralo anterior, previa socia","bonos, que declaren las entidades bancarias según lo dispuesto en el párrafo anterior, previa solicitud"
1457,82,88,11,smutánea a la sede píncpal de cada uns de elas clecuada por el agente ce pagos con,simultánea a la sede principal de cada una de ellas efectuada por el agente de pagos con
