n_linea,ctexto1,ctexto2,distancia,texto1,texto2
1435,93,97,76,«ompensacón y luisacón de los bonos de acuerdo can ls nomas de funcionamiento que respecto de,"“iberclear” con domicilio en la plaza de la lealtad, nº. 1 de madrid, será designada como entidad"
1436,84,103,76,"valores sómiidos a cotzacón en af, y tepresenedos medante anciaccnes en cuenta tenga",encargada del registro contable de los bonos en la escritura de constitución de forma que se efectúe la
1437,57,99,74,stticidas o puedan ser aprobadas en un fro por iris o aja,compensación y liquidación de los bonos de acuerdo con las normas de funcionamiento que respecto de
1438,84,92,72,los intros de ls bonos serán dentcados como tle según rsute de regsro conta vado por,"valores admitidos a cotización en aiaf, y representados mediante anotaciones en cuenta tenga"
1439,31,70,52,las entidades paripants en iori,establecidas o puedan ser aprobadas en un futuro por iberclear o aiaf.
1440,3,105,103,as2,los titulares de los bonos serán identificados como tales según resulte del registro contable llevado por
1441,0,41,41,,las entidades participantes en iberclear.
1442,21,21,0,divisa de la emisión.,divisa de la emisión.
1443,39,39,0,los bonos estarán denominados en euros.,los bonos estarán denominados en euros.
1444,50,52,2,clasificación delo valores según la subordinación.,clasificación de los valores según la subordinación.
1445,97,101,5,el préstamo 8 se encuentra postergado en el pago de intereses y de reembolso el pncpal respecto a,el préstamo b se encuentra postergado en el pago de intereses y de reembolso del principal respecto a
1446,97,102,6,"los bonos, de conformidad conto previsto en l orden de prelacón de pagos yen orden de prelacin de","los bonos, de conformidad con lo previsto en el orden de prelación de pagos y en orden de prelación de"
1447,20,21,1,pagos de liquidación,pagos de liquidación.
1448,91,92,1,mención simple al número de orden que en a prelación de pagos del fondo ocupan los pagos de,mención simple al número de orden que en la prelación de pagos del fondo ocupan los pagos de
1449,22,23,1,intereses delos bonos.,intereses de los bonos.
1450,98,104,8,el pago de intereses devengados poros bonos ocupa () el segundo (2 lugar de la aicación de fondos.,el pago de intereses devengados por los bonos ocupa (i) el segundo (2º) lugar de la aplicación de fondos
1451,95,104,12,"disponiles del orden de prelacón de pagos establecido en l aparado 3: 62.12 del médulo adciona,","disponibles del orden de prelación de pagos establecido en el apartado 3.4.6.2.1.2 del módulo adicional,"
1452,91,108,18,y leer (5) luar dela aplicación delo fondos disponibles de liquidación del orden e prlación,y (ii) el tercer (3º) lugar de la aplicación de los fondos disponibles de liquidación del orden de prelación
1453,76,80,8,e pagos de liquidación establecido enel aperiado 5.4.5. del módulo adicional,de pagos de liquidación establecido en el apartado 3.4.6.3 del módulo adicional.
1454,91,92,1,mención simple al número de orden que en a prelación de pagos del fondo ocupan los pagos de,mención simple al número de orden que en la prelación de pagos del fondo ocupan los pagos de
1455,36,36,0,reembolso de principal de los bonos.,reembolso de principal de los bonos.
1456,89,102,15,el mee dela eteción para amorización desinado a la amonización delos bonos y del préstamo,el importe de la retención para amortización destinado a la amortización de los bonos y del préstamo b
1457,94,104,12,"“en su cojuo, ocupa el quito (5 luar dela aplicación de fondos dsponbles de orden de prelación","en su conjunto, ocupa el quinto (5º) lugar de la aplicación de fondos disponibles del orden de prelación"
1458,54,69,19,de pagos estatico en lapatedo 3.5212 el módulo adicnal,de pagos establecido en el apartado 3.4.6.2.1.2 del módulo adicional.
1459,96,104,8,la amorización del prncal delos bonos se realizará de conformidad con ls reglas de disrbución de,la amortización del principal de los bonos se realizará de conformidad con las reglas de distribución de
1460,92,101,14,los fondos dispntsas para amonización qu se recogen n el apanado 4.935 dela presente nota de,los fondos disponibles para amortización que se recogen en el apartado 4.9.3.5 de la presente nota de
1461,5,8,3,vales,valores.
1462,88,100,13,la amorizacón dl péncpal delos bonos ocupa el cuao (4) lgar dela apicación de los fondos,la amortización del principal de los bonos ocupa el cuarto (4º) lugar de la aplicación de los fondos
1463,93,100,9,disponibles de iuisación del orden de prelacón de pagos de liquidación estableco en el apaaco,disponibles de liquidación del orden de prelación de pagos de liquidación establecido en el apartado
1464,23,29,8,2.463 de modo adicional,3.4.6.3 del módulo adicional.
1465,51,53,3,"descripción delos derechos vinculados a os valores,",descripción de los derechos vinculados a los valores.
1466,92,98,6,los derechos económicos y fnanciros paa los tulares de los bonos asociados ala adquisición y,los derechos económicos y financieros para los titulares de los bonos asociados a la adquisición y
1467,88,96,12,"tenencia de loz bonos, serán los devados delas condicones de ipo de ntrte, renamientos y","tenencia de los bonos, serán los derivados de las condiciones de tipo de interés, rendimientos y"
1468,94,100,12,úconationes de amonización con que se embrán y que se encuentran recogis en los apartados 48 y,condiciones de amortización con que se emitirán y que se encuentran recogidas en los apartados 4.8 y
1469,95,102,11,"43 de la presento nota de valores. conlorme la giación vigente, los bonos objeto de la presenta","4.9 de la presente nota de valores. conforme a la legislación vigente, los bonos objeto de la presente"
1470,90,105,17,nota de valore no otorgan al iersor que ls adquiera gún derecho pollo present jo fro sobre,nota de valores no otorgan al inversor que los adquiera ningún derecho político presente y/o futuro sobre
1471,8,9,1,elfondo.,el fondo.
1472,96,101,8,los titulares d ls bonos y los restantes sereores del fondo na dspondrán de acción alguna contra,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna contra
1473,97,101,5,los deudores delos préstamos hipotecarios que hayan incumpldo sus abigacines de pago o contra las,los deudores de los préstamos hipotecarios que hayan incumplido sus obligaciones de pago o contra las
1474,97,99,4,"enidades cedentes, siendo la sociedad gestora, como representante del fondo, quien ostntará dica.","entidades cedentes, siendo la sociedad gestora, como representante del fondo, quien ostentará dicha"
1475,6,7,1,acción,acción.
1476,95,104,12,los ttulres delos bonos y os restantes creadoras del fondo no dspendrán de ación alguna rente a,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de acción alguna frente al
1477,92,97,7,"fondo ni fret ala sociedad gestora, an caso de impago de cantados adeudadas por el fondo que","fondo ni frente a la sociedad gestora, en caso de impago de cantidades adeudadas por el fondo que"
1478,88,92,7,sea consecuencia de la existencia de morasidad o de amonizacón antopada de los préstamos,sea consecuencia de la existencia de morosidad o de amortización anticipada de los préstamos
1479,94,103,14,"fhpotecaños, del incomplmento delas entidades cedertes de sus blgacoes o de as contrapartes de","hipotecarios, del incumplimiento de las entidades cedentes de sus obligaciones o de las contrapartes de"
1480,94,100,9,"los operacanes contratadas en nombxe y por cuenta del fondo, o por nsuencia de las operaciones","las operaciones contratadas en nombre y por cuenta del fondo, o por insuficiencia de las operaciones"
1481,65,75,13,anarcieras de protección para atender el será inanceo delos bonos,financieras de protección para atender el servicio financiero de los bonos.
1482,97,103,8,los tulres ds los bonos y los estantes acreedores del fondo no depondrán de más acciones contr la,los titulares de los bonos y los restantes acreedores del fondo no dispondrán de más acciones contra la
1483,91,96,5,sociedad gestora que las deradas de los incumplimientos de sus funciones o inbserancia delo,sociedad gestora que las derivadas de los incumplimientos de sus funciones o inobservancia de lo
1484,91,105,20,“puesto an l presento folieto y enla esctua de constción.dinas acciones deberán reolvrso en,dispuesto en el presente folleto y en la escritura de constitución. dichas acciones deberán resolverse en
1485,71,83,15,julio declralvo crdnaro que coesponda según a cuanta de la reclamación.,el juicio declarativo ordinario que corresponda según la cuantía de la reclamación.
1486,96,107,11,"todas las cuestones, discrepancia, itgios y reclamaciones que pueran derivarse del cositució del","todas las cuestiones, discrepancias, litigios y reclamaciones que pudieran derivarse de la constitución del"
1487,92,98,6,"fondo, adminsracn y repesentación legal por la sociedad gestora del fondo, y d la emisión de","fondo, administración y representación legal por la sociedad gestora del fondo, y de la emisión de"
1488,87,92,6,"bonos can cargo al mimo, serán conocidas y aladas por los juzgados y trbunales españles","bonos con cargo al mismo, serán conocidas y falladas por los juzgados y tribunales españoles"
1489,12,12,0,competentes.,competentes.
1490,3,75,73,as:,tipo de interés nominal y disposiciones relativas al pago de los intereses.
1491,3,37,35,asa,tipo de interés nominal de los bonos.
1492,44,95,75,"""tipo de interés nominal y disposiciones ret","los bonos devengarán, desde la fecha de desembolso hasta el total vencimiento de los mismos, un"
1493,21,109,94,pego de os intereses.,"interés nominal anual, variable trimestralmente y con pago trimestral, que será el que resulte de aplicar los"
1494,36,38,33,tipo de interés nominal delos bonos.,criterios establecidos a continuación.
1495,92,97,74,"los bonos devengarán desde la fecha de desembaco hasta el total vencimiento delos mísmos, un",(l tiso de interés nominal anual resultante el “tipo de interés nominal” se sajari sor trimestres
1496,100,95,78,"interés nominal anual variable trimestralmente y con pago timestra, que será el queresue de alar los",vencidos en cada fecha de pago sobre el saldo de principal pendiente de los bonos a la fecha de
1497,30,101,83,stes estebicidos a cotinueción,"determinación precedente, siempre que el fondo cuente con liquidez suficiente de acuerdo con el orden"
1498,93,93,73,el upo de interés nominal anual resultante (a “tipo de interés nominal) se pagar por timesves,"de prelación de pagos o con el orden de prelación de pagos de liquidación, según corresponda."
1499,94,99,79,vencidas en cade fecha de pago totre el saldo de pracipal pendiente de los bonos a la fecha de,"las retenciones, pagos a cuenta, contribuciones e impuestos establecidos o que se establezcan en el"
1500,91,107,81,"determinación precagente, sempre que el fondo cuente con iqudezsulcent de acuerdo con orán.","futuro sobre el capital, intereses o rendimientos de los bonos, correrán a cargo exclusivo de los titulares"
1501,84,102,79,e prelacón de pagos o on el orden de preacón de pagos de liquidación gún conesgonda.,"de los bonos, y su importe será deducido, en su caso, por la sociedad gestora, en representación y por"
1502,95,85,70,"las retenciones, pagos a cuenta, conbuciones a impuestos establecidos o que se ostablezcan en 6","cuenta del fondo, o a través del agente de pagos, en la forma legalmente establecida."
1503,97,0,97,"aturo sobre el capital, intereses rendimientos de los bonos, comerán a cago exclusivo delos mulas",
1504,96,0,96,"e os bonos, y su importe será deducao, an su caso, por la sociedad gestora en teresentacin y por",
1505,81,0,81,"uenta del fondo. o através del agente de pagos, en la orma legalmente estableció.",
1506,21,21,0,devengo de intereses.,devengo de intereses.
1507,93,97,6,"a efectos dl devengo de intereses, la duración de los bonos se gvidrá en sucesvos periodos de","a efectos del devengo de intereses, la duración de los bonos se dividirá en sucesivos períodos de"
1508,88,90,8,devengo de intereses (periodos de devengo de intereses) comprenshvos de los das etecivos,devenjo de intereses “periodos de devengo de intereses” comsrensivos de los dtas efectivos
1509,93,98,9,"""ranscunidos entr cada dos fechas de pago consecuvas, incluyendo en cada panodo de devengo de","transcurridos entre cada dos fechas de pago consecutivas, incluyendo en cada periodo de devengo de"
1510,85,90,6,"intereses la fecha de pago nica, y excluyendo la fecha de pago tna. excepcionalmente:","intereses la fecha de pago inicial, y excluyendo la fecha de pago final. excepcionalmente:"
1511,97,3,95,(0 elprimer periodo de dewengo de intereses tencrá una duración equivalente alos días olcivamante,(i)
1512,85,98,75,"trenscuidos enr la fecha de desemboio, e 8 de jul de 2014, cid, y la primera focha de",el primer periodo de devengo de intereses tendrá una duración equivalente a los días efectivamente
1513,39,98,71,"pago el14decotubre de 2014, excluida: y","transcurridos entre la fecha de desembolso, el 8 de julio de 2014, incluida, y la primera fecha de"
1514,90,42,72,(1) sl útmo pero de devengo de ineresas tendrá una duracón equivalente als ía etectramente,"pago el 14 de octubre de 2014, excluida; y"
1515,91,4,89,"trenscuidos ense la lima fecha de pago previa ala equcación del fondo, icluida. y a ecna de",(ii)
1516,17,98,86,"liquidación, excl",el último periodo de devengo de intereses tendrá una duración equivalente a los días efectivamente
1517,90,102,78,el to de inerés nominal so devengará sobre los dla efecivos tanacuridos de cada periodo de,"transcurridos entre la última fecha de pago previa a la liquidación del fondo, incluida, y la fecha de"
1518,93,22,82,"devengo de ineresos para el que tublere sido determinado, calcuándose sobre la base de un 2%0","liquidación, excluida."
1519,23,97,84,«compuesto por 360 días,el tipo de interés nominal se devengará sobre los días efectivos transcurridos de cada periodo de
1520,23,95,78,"""tipo de interés nomina","devengo de intereses para el que hubiere sido determinado, calculándose sobre la base de un año"
1521,31,23,24,el to de ierés nominal apícable,compuesto por 360 días.
1522,35,24,26,intereses será l qu resul de sumar.,tipo de interés nominal.
1523,55,94,39,los bonos y determinado para cada periodo de devengo de,el tipo de interés nominal aplicable a los bonos y determinado para cada periodo de devengo de
1524,73,39,52,"(0 el tipo interés de aerencia según se establece enel apaado siguente, y",intereses será el que resulte de sumar:
1525,23,3,22,"(0 un margen del 1.50%,",(i)
1526,93,80,65,e ipods ntrés nominal resultante se expresará en anto por cent con rs decimales reondeando la,"el tipo de interés de referencia, según se establece en el apartado siguiente, y"
1527,54,26,43,"tr conespondiente a la milésima, con equdetenia 9 alza","(ii)  un margen del 1,50%."
1528,49,104,69,tipo de interés de reterencia y su determinación.,el tipo de interés nominal resultante se expresará en tanto por ciento con tres decimales redondeando la
1529,98,63,74,el tg0 de interés de referencia (“tipo de interés de relerencia) para la determinación del tipo de,"cifra correspondiente a la milésima, con equidistancia al alza."
1530,49,49,42,interés nominal aplcable lo bonos es el siguiente,tipo de interés de referencia y su determinación.
1531,90,98,75,"1) salvo para el primer peñodo de devengo de ineesos, el 1p0 eurtor “euro imeran otead rat",(l tiso de interés de referencia “tipo de interés de referencia” sara la determinación del 7iso de
1532,81,54,64,scudo y detibudo por el sisema de infomación inancisra saidge por mandato de fee.,interés nominal aplicable a los bonos es el siguiente:
1533,83,102,80,"(feceraion banca de ¡union eutopéenne), res (3) mesas de vencmiento hjado ales 1100","i) 6alvo sara el srimer 3eriodo de 'evenjo de ,ntereses el tiso (uribor “(uro ,nter%ann 2ffered 5ate”,"
1534,88,90,72,"horas dela ma ana (ora cet ""cent european time) dela fecha de fjaión del tipo de interés",calculado y distribuido por el sistema de información financiera bridge por mandato de fbe
1535,81,91,73,"descrta a continuación, y que actuamene se pubica en la página eecuónca euriboro!",“)éderation %ancaire de l¶8nion (uroséenne” a tres  meses de vencimiento fijado a las 11:00
1536,78,95,72,"suminirada por extra, cualquier ora página que pudiera reemplaza en ete serio.","horas de la maxana hora c(7 “central (urosean 7ime” de la )echa de )imación del 7iso de ,nterés"
1537,89,89,73,"excepcionalmente, el tp de inter de aeternca para l pines periodo de devengo de intereses","descrita a continuación, y que actualmente se publica en la página electrónica euribor01,"
1538,87,92,75,sex el que resul dela nterpolacón ins entre el po eurbor a es (3) meses y 8 po esrtor a,"suministrada por reuters, o cualquier otra página que pudiera reemplazarla en este servicio."
1539,88,97,76,"ses (6) meses de vencimiento, tados las 11:00 hras dela mañana (ora cet) del segurdo dia","excepcionalmente, el tipo de interés de referencia para el primer periodo de devengo de intereses"
1540,93,105,78,fabi antenar ala fecha ds desemboiso teniendo en cuenta l número de las del primer periodo de,será el que resulte de la interpolación lineal entre el tipo euribor a tres (3) meses y el tipo euribor a
1541,91,96,72,desengo de intereses. el álul el tpo de interés de reerencia para el primer pero de devengo,"seis (6) meses de vencimiento, fijados a las 11:00 horas de la mañana (hora cet) del segundo día"
1542,56,99,75,de intereses se realizará con eegl ala siguente fórmula:,"hábil anterior a la fecha de desembolso, teniendo en cuenta el número de días del primer periodo de"
1543,40,100,90,ir [(0-90/90) xe6] + [(-a10-20/90))x es],devengo de intereses. el cálculo del tipo de interés de referencia para el primer periodo de devengo
1544,0,61,61,,de intereses se realizará con arreglo a la siguiente fórmula:
1545,0,48,48,,ir = [((d-90)/90) x e6] + [(1-((d-90)/90)) x e3]
1546,6,6,0,donde:,donde:
1547,72,83,16,ia- tios inrés de referencia para el prmer peredo de devengo de ineresas,ir =  tipo de interés de referencia para el primer periodo de devengo de intereses.
1548,56,3,54,d= número de dls del pámor periodo de devengo de inresos,d =
1549,46,58,40,es - tio eurisor els (6) meses de vencimiento.,número de días del primer periodo de devengo de intereses.
1550,42,50,11,es = tio euro a o (3) meses de vencimiento,e6 = tipo euribor a seis (6) meses de vencimiento.
1551,90,50,66,las definiciones relavas el po euribor que fueran aprobadas por la fbe y por la asociación,e3 = tipo euribor a tres (3) meses de vencimiento.
1552,87,94,74,cambia ntemacioal (aci) complementars ala actual detición del po eurbor se considerarán,las definiciones relativas al tipo euribor que fueran aprobadas por la fbe y por la asociación
1553,92,101,75,intvogucdas alos efectos del tipo de inmés de referencia relato al go euribor al nacesaso de,"cambista internacional (aci) complementarias a la actual definición del tipo euribor, se considerarán"
1554,90,102,60,mosticación de los presentes términos de tipo de interés de relerencia i de noticación los,introducidas a los efectos del tipo de interés de referencia relativo al tipo euribor sin necesidad de
1555,41,97,74,vales de os bonos por la sacledad gestora,modificación de los presentes términos del tipo de interés de referencia ni de notificación a los
1556,98,47,74,ln en sl supuesto de usencia o imposbldad de obtención del po establecido en el apartado) anterior,titulares de los bonos por la sociedad gestora.
1557,83,108,79,+l tipo de ers de referencia sustulwo será lo de ierés que resul de efetas la meda.,"ii) en el supuesto de ausencia o imposibilidad de obtención del tipo establecido en el apartado i) anterior,"
1558,89,101,77,"grtmátca smpla de los tpos de interés intesencaros de olaa pera operacores de depósto no,",el tipo de interés de referencia sustitutivo será el tipo de interés que resulte de efectuar la media
1559,97,98,76,transterides en utos a 10 (3) mesos de vencimiento por un importe equivciont a saldo de principal,aritmética simple de los tipos de interés interbancarios de oferta para operaciones de depósito no
1560,97,103,80,"pendiente de a emisión de banos, que declaren cuatro (4) entidades bancarias de primer orden de a",transferibles en euros a tres (3) meses de vencimiento por un importe equivalente al saldo de principal
1561,94,99,75,"zona euro, previa sole simultanea ala sede píncpal de cada una de alas electueda por el agente","pendiente de la emisión de bonos, que declaren cuatro (4) entidades bancarias de primer orden de la"
1562,90,103,73,de pagos son posteranded y pronmiead a las 11:20 horas (hara cet) en la fecha de pacón 0el,"zona euro, previa solicitud simultánea a la sede principal de cada una de ellas efectuada por el agente"
1563,12,96,89,to e interés,de pagos con posterioridad y proximidad a las 11:00 horas (hora cet) en la fecha de fijación del
1564,91,16,76,"excepcionalmente, el tipo de interés de reerenciasustuto para el prime parado de devengo de",tipo de interés.
1565,90,99,77,"intereses será el que rest dela inorpolacón inca, contorme al iórmula del aparaco anterio.","excepcionalmente, el tipo de interés de referencia sustitutivo para el primer periodo de devengo de"
1566,86,105,69,entre el po de neréa que resae de efectuar la meda artmátca simple de ls 1pos de menes,"intereses será el que resulte de la interpolación lineal, conforme a la fórmula del apartado i) anterior,"
1567,90,99,74,intetbancaños de lena par operaciones de depósito no ransferies en guros a es (3) meses de,entre el tipo de interés que resulte de efectuar la media aritmética simple de los tipos de interés
1568,82,99,73,vencimiento y el ip de nteés que reso de elecas la meda amétca sample delos ips de,interbancarios de oferta para operaciones de depósito no transferibles en euros a tres (3) meses de
1569,91,99,77,interés intervencaros de oteia para operaciones de depósto no rarsferbles en suros a el (5),vencimiento y el tipo de interés que resulte de efectuar la media aritmética simple de los tipos de
1570,86,98,74,"meses de vencimiento, ambos para un impor equralente al impone nominal dela emisión de",interés interbancarios de oferta para operaciones de depósito no transferibles en euros a seis (6)
1571,90,91,70,"bonos, que declare la entados barcas según lo depuesto en el páralo anterior, previa socia","meses de vencimiento, ambos para un importe equivalente al importe nominal de la emisión de"
1572,82,103,75,smutánea a la sede píncpal de cada uns de elas clecuada por el agente ce pagos con,"bonos, que declaren las entidades bancarias según lo dispuesto en el párrafo anterior, previa solicitud"
1573,82,88,70,postroidad y proximidad a ls 1100 horas (ora cet) del dia hábi anerr a la fecha de,simultánea a la sede principal de cada una de ellas efectuada por el agente de pagos con
1574,10,92,86,desemboio.,posterioridad y proximidad a las 11:00 horas (hora cet) del día hábil anterior a la fecha de
1575,87,11,80,el to de inrés de reterencia usituwo se expresará en tanto porciento redordeando la cra,desembolso.
1576,44,98,74,"corespondente aa múésima, con eovstancla lla",el tipo de interés de referencia sustitutivo se expresará en tanto por ciento redondeando la cifra
1577,88,57,67,"en el supuesto de mpostscad de apcació del tio dé interés de reerenciasustuwo antro, por","correspondiente a la milésima, con equidistancia al alza."
1578,85,105,76,o sumar alguna o algunas de las anidades dancaras decsración de cotizaciones según lo,"en el supuesto de imposibilidad de aplicación del tipo de interés de referencia sustitutivo anterior, por"
1579,91,95,72,¿lspuesto en el prmer y segundo páralo de este aparado será de aplcacin el po de intrós que,no suministrar alguna o algunas de las entidades bancarias declaración de cotizaciones según lo
1580,87,100,73,ros.te e aplcar la meda ariménca simple dels ios de ner decarados por l menos dos de as,"dispuesto en el primer y segundo párrafo de este apartado, será de aplicación el tipo de interés que"
1581,94,104,79,li en ausencia o imposiblidad de cbtenció dels pos establecidos en ls apartados 1) y 1) amero.,resulte de aplicar la media aritmética simple de los tipos de interés declarados por al menos dos de las
1582,88,20,75,ser de spicación el limo tipo de ner de reerencia o su susto que hubiere sido splcado en,entidades restantes.
1583,85,109,83,sl parado de devengo ds interes imedatamente anterior y asi por penodos de devengo de,"iii) en ausencia o imposibilidad de obtención de los tipos establecidos en los apartados i) y ii) anteriores,"
1584,87,104,74,intereses sucesivos en anto en cuanto se mantenga ich suación. para el pimer periodo de,será de aplicación el último tipo de interés de referencia o su sustitutivo que hubiere sido aplicado en
1585,91,92,70,desengo d intereses ser el que reult dela interpolación inealconlome ala fórmula del aparto,"el periodo de devengo de intereses inmediatamente anterior, y así por periodos de devengo de"
1586,90,93,77,"1) anenor, entre l po eurbor a es ($) mes y el ipo euribor a seis (6) meses de vencimiento",intereses sucesivos en tanto en cuanto se mantenga dicha situación. para el primer periodo de
1587,85,103,72,dsponides inmedisamente ates delas 11-00 horas (cet) del día hába atesora la fecha de,"devengo de intereses será el que resulte de la interpolación lineal, conforme a la fórmula del apartado"
1588,85,99,79,"desenbolo, calculado y detbuldo conforme a lo descto en el primer páralo del apaado 1","i) anterior, entre el tipo euribor a tres (3) mes y el tipo euribor a seis (6) meses de vencimiento"
1589,3,94,92,as2,disponibles inmediatamente antes de las 11:00 horas (cet) del día hábil anterior a la fecha de
1590,92,95,76,"en cada una delas fechas de faión dello de interés, el agent de pagos comunicará la sociedad","desembolso, calculado y distribuido conforme a lo descrito en el primer párrafo del apartado i)"
1591,86,9,79,"gestor e io de interés d reteencia determinado de acusdo con los aparidos) a) ames, la",anterior.
1592,91,102,76,sociedad gestora conservar los istados y documentos activos en los que el agent de pagos le,"en cada una de las fechas de fijación del tipo de interés, el agente de pagos comunicará a la sociedad"
1593,48,106,73,«comunique el to de itrés de aetrenca deteminado,gestora el tipo de interés de referencia determinado de acuerdo con los apartados i) a iii) anteriores. la
1594,36,100,80,fecha de fjción del tipo de interés.,sociedad gestora conservará los listados y documentos acreditativos en los que el agente de pagos le
1595,90,55,68,el tipo de interés nominal splcable a bonos para cada periodo de devengo de intereses será,comunique el tipo de interés de referencia determinado.
1596,93,38,74,"eteminado por la sociedad gestora, en teresentacin y por cuenta del fondo, a la foma prevea n",fecha de fijación del tipo de interés.
1597,85,91,69,"los parados 412) 413 antenres.l segundo dia h bl aterra cada fecha de pago la “fecha,",el tipo de interés nominal aplicable a bonos para cada periodo de devengo de intereses será
1598,87,102,73,"de fjeción del tipo de imerés, y ser de apicación pera el sguente periodo de devengo de","determinado por la sociedad gestora, en representación y por cuenta del fondo, en la forma prevista en"
1599,0,89,89,,los asartados  \  anteriores el sejundo 'ta +ibil anterior a cada )echa de 3ajo la “fecha
1600,0,93,93,,de fijación del tipo de interés” \ seri de aslicación sara el siguiente periodo de devengo de
1601,10,10,0,intereses.,intereses.
1602,94,100,10,"excepcionalmente, el tipo de nterás nominal apícble a os bonos para l primar percdo de devengo","excepcionalmente, el tipo de interés nominal aplicable a los bonos para el primer periodo de devengo"
1603,91,103,13,de itreces lo deteminará la sociedad gestor enla forma previa en los aparados 48.12 y 481.3,de intereses lo determinará la sociedad gestora en la forma prevista en los apartados 4.8.1.2 y 4.8.1.3
1604,87,100,18,"gnteores, el dia hab amero ala fecha de desembolso lo comunicará ames de las 13:0 horas","anteriores, el día hábil anterior a la fecha de desembolso, y lo comunicará antes de las 13:00 horas"
1605,92,101,16,"(fora cet) del dí 4 de ula de 2014 ala entaad directora y ala entgad susceptora, asimámo, la","(hora cet) del día 4 de julio de 2014 a la entidad directora y a la entidad suscriptora. asimismo, la"
1606,84,91,11,"sociedad gestora tambien lo comunicar ala cnmv, l agente de pagos, a ajaf y iseroar.","sociedad gestora también lo comunicará a la cnmv, al agente de pagos, a aiaf y a iberclear."
1607,94,96,2,los tipos de interés nominales deteminados para bonos para ls sucesivos períodos de devengo de,los tipos de interés nominales determinados para bonos para los sucesivos períodos de devengo de
1608,94,102,11,"intereses, se comuricarán als itares de los bonos on el lazo y la foma previstos an el aparado","intereses, se comunicarán a los titulares de los bonos en el plazo y la forma previstos en el apartado"
1609,23,30,8,4.11) de módulo acciona,4.1.1.a) del módulo adicional.
1610,40,41,1,fórmula para el cálculo delos intereses.,fórmula para el cálculo de los intereses.
1611,97,101,7,"e cálculo de a iquidación de intereses correspondiente alos bonos, que nen de ser pagados an cada","el cálculo de la liquidación de intereses correspondiente a los bonos, que han de ser pagados en cada"
1612,93,101,12,"fecha de pago par cada perodo de devengo de intereses, so levar a cabo con anego a a squiento","fecha de pago para cada periodo de devengo de intereses, se llevará a cabo con arreglo a la siguiente"
1613,8,8,3,formada:,fórmula:
1614,3,6,5,n.9,donde:
1615,6,86,81,(=p hi,i  =  intereses a pagar en una fecha de pago determinada o en la fecha de liquidación.
1616,5,93,89,dona:,p =  saldo de principal pendiente de los bonos a la fecha de determinación precedente a dicha
1617,74,42,45,1 = inereses apagar en una fecha de pago determinada o ea echa de iuidaión,fecha de pago o a la fecha de liquidación.
1618,85,72,53,92 saldo de pmopel pendiente delos bonos a la fecha de determinación precedente a cha,r =  tipo de interés nominal de los bonos expresado en porcentaje anual.
1619,37,86,67,fecha de pago o ala fecha de iqudacón,d =  número de días efectivos que correspondan a cada periodo de devengo de intereses.
1620,63,71,55,a- tio de tres nominal e os bonos expresado en porcentaje anual,"fechas, lugar, entidades y procedimiento para el pago de los intereses."
1621,71,95,72,mero de días efectos que correspondan cada peredo de desengo de neeses.,los intereses de los bonos se pagarán hasta la amortización final de los mismos por periodos de
1622,67,105,79,"fechas, lugar entidades y procedimiento para el pago de los interes","devengo de intereses vencidos, los días 14 de enero, 14 de abril, 14 de julio y 14 de octubre de cada año"
1623,93,103,77,los intereses de los bonos se pagarán hasta la amorizacón final de los mismos por periados de,"o, en caso de que alguno de estos días no fuera un día hábil, el siguiente día hábil (cada una de estas"
1624,92,95,72,"detengo e intereses vencidos ls las 14 e enero, 14 de al, 14 de jul y 14 de ocre de cade año",fechas una “fecha de pago” devengándose los intereses correspondientes al periodo de devengo de
1625,86,100,75,"9, an aso de que aguno de eos días no fura un dia hab, l gun día hd! (cda una de estas","intereses en curso, hasta el mencionado primer día hábil, no incluido, con arreglo a las condiciones"
1626,92,62,65,"echas, una “fecha de pago'), devengándose lo intereses comespondntes al pesado de devengo de",fijadas en el apartado 4.8.1.2 de la presente nota de valores.
1627,91,91,73,"intereses en cuso, hasta el mencionado púer dia hábi, no ncudo, on arreglo alas condiciones","la primera fecha de pago de intereses para los bonos tendrá lugar el 14 de octubre de 2014,"
1628,55,99,72,macas an el apartado 4.12 dela presente nota de valores,"devengándose los mismos al tipo de interés nominal correspondiente desde la fecha de desembolso, el"
1629,90,71,60,"la primera fecha de pago de intereses para los bonos tendrá lugr el 14 de octubre de 2014,","8 de julio de 2014, incluido, hasta el 14 de octubre de 2014, excluido."
1630,94,99,76,"devangándose los mismos el tgo de inter nominal conespondente desde la fecha de desembolso, el",$ los efectos de la sresente (misión de %onos se considerarin dtas hibiles “días hábiles” todos los
1631,60,93,71,"8 e ulo de 2014, incio, asta el 14 de octubre de 2014, excl,",días que no sean inhábil del calendario target2 (o calendario que le sustituya en el futuro).
1632,99,106,77,"a los efectos de la presente emisión de bonos, se considerar n días h bles (“dias máblls) todos los","tanto los intereses que resulten a favor de los tenedores de los bonos, como, si fuera el caso, el importe"
1633,74,101,78,la queno sean iba del slendaio taroet2 ( calendar que e sustuya en efuuro),"de los intereses devengados y no satisfechos, se comunicarán a los mismos, en la forma descrita en el"
