n_linea,ctexto1,ctexto2,distancia,texto1,texto2
335,96,96,0,provisionales otorgadas a los Bonos por las Agencias de Calificación constituirá un supuesto de ,provisionales otorgadas a los Bonos por las Agencias de Calificación constituirá un supuesto de 
336,70,70,0,resolución de la constitución del Fondo y de la Emisión de los Bonos. ,resolución de la constitución del Fondo y de la Emisión de los Bonos. 
337,59,59,0,RIESGOS DERIVADOS DE LOS ACTIVOS QUE RESPALDAN LA EMISIÓN. ,RIESGOS DERIVADOS DE LOS ACTIVOS QUE RESPALDAN LA EMISIÓN. 
338,51,51,0,a) Riesgo de impago de los Préstamos Hipotecarios. ,a) Riesgo de impago de los Préstamos Hipotecarios. 
339,95,95,0,Los titulares de los Bonos emitidos con cargo al Fondo correrán con el riesgo de impago de los ,Los titulares de los Bonos emitidos con cargo al Fondo correrán con el riesgo de impago de los 
340,93,93,0,Préstamos Hipotecarios que respalden la emisión de las Participaciones Hipotecarias y de los ,Préstamos Hipotecarios que respalden la emisión de las Participaciones Hipotecarias y de los 
341,69,69,0,Certificados de Transmisión de Hipoteca que se agrupen en el Fondo.  ,Certificados de Transmisión de Hipoteca que se agrupen en el Fondo.  
342,97,97,0,"Las Entidades Cedentes, no asumirán responsabilidad alguna por el impago de los Deudores, ya sea ","Las Entidades Cedentes, no asumirán responsabilidad alguna por el impago de los Deudores, ya sea "
343,103,103,0,"del principal, de los intereses o de cualquier otra cantidad que los mismos pudieran adeudar en virtud ","del principal, de los intereses o de cualquier otra cantidad que los mismos pudieran adeudar en virtud "
344,101,101,0,"de los Préstamos Hipotecarios. Las Entidades Cedentes, de acuerdo con lo previsto en el artículo 348 ","de los Préstamos Hipotecarios. Las Entidades Cedentes, de acuerdo con lo previsto en el artículo 348 "
345,99,99,0,"del Código de Comercio, responderán ante el Fondo exclusivamente de la existencia y legitimidad de ","del Código de Comercio, responderán ante el Fondo exclusivamente de la existencia y legitimidad de "
346,96,96,0,"los Préstamos Hipotecarios, así como de la personalidad con la que efectuarán la emisión de las ","los Préstamos Hipotecarios, así como de la personalidad con la que efectuarán la emisión de las "
347,96,96,0,Participaciones Hipotecarias y de los Certificados de Transmisión de Hipoteca en los términos y ,Participaciones Hipotecarias y de los Certificados de Transmisión de Hipoteca en los términos y 
348,99,99,0,condiciones declarados en la Escritura de Constitución y recogidos en el presente Folleto. Tampoco ,condiciones declarados en la Escritura de Constitución y recogidos en el presente Folleto. Tampoco 
349,104,104,0,"asumirán en cualquier otra forma, responsabilidad en garantizar directa o indirectamente el buen fin de ","asumirán en cualquier otra forma, responsabilidad en garantizar directa o indirectamente el buen fin de "
350,90,90,0,"la operación, ni otorgarán garantías o avales, ni incurrirán en pactos de recompra de las ","la operación, ni otorgarán garantías o avales, ni incurrirán en pactos de recompra de las "
351,98,98,0,Participaciones Hipotecarias y de los Certificados de Transmisión de Hipoteca sobre los Préstamos ,Participaciones Hipotecarias y de los Certificados de Transmisión de Hipoteca sobre los Préstamos 
352,95,95,0,"Hipotecarios, excepto los compromisos que se recogen en el apartado 2.2.9 del Módulo Adicional ","Hipotecarios, excepto los compromisos que se recogen en el apartado 2.2.9 del Módulo Adicional "
353,100,100,0,relativos a la sustitución o reembolso de las Participaciones Hipotecarias y de los Certificados de ,relativos a la sustitución o reembolso de las Participaciones Hipotecarias y de los Certificados de 
354,98,98,0,Transmisión de Hipoteca cuando alguno de ellos o los Préstamos Hipotecarios a que correspondan no ,Transmisión de Hipoteca cuando alguno de ellos o los Préstamos Hipotecarios a que correspondan no 
355,101,101,0,"se ajustasen, en el momento de constitución del Fondo, a las declaraciones contenidas en el apartado ","se ajustasen, en el momento de constitución del Fondo, a las declaraciones contenidas en el apartado "
356,28,28,0,2.2.8 del Módulo Adicional. ,2.2.8 del Módulo Adicional. 
357,29,29,0,b) Responsabilidad limitada. ,b) Responsabilidad limitada. 
358,94,94,0,Los Bonos emitidos por el Fondo no representan ni constituyen una obligación de las Entidades ,Los Bonos emitidos por el Fondo no representan ni constituyen una obligación de las Entidades 
359,98,98,0,Cedentes ni de la Sociedad Gestora. No existen garantías concedidas por entidad pública o privada ,Cedentes ni de la Sociedad Gestora. No existen garantías concedidas por entidad pública o privada 
360,93,93,0,"alguna, incluyendo las Entidades Cedentes, la Sociedad Gestora, y cualquier empresa filial o ","alguna, incluyendo las Entidades Cedentes, la Sociedad Gestora, y cualquier empresa filial o "
361,46,46,0,participada por cualquiera de las anteriores. ,participada por cualquiera de las anteriores. 
362,24,24,0,c) Protección limitada. ,c) Protección limitada. 
363,98,98,0,En el caso de que los impagos de los Préstamos Hipotecarios alcanzaran un nivel elevado se podría ,En el caso de que los impagos de los Préstamos Hipotecarios alcanzaran un nivel elevado se podría 
364,106,106,0,"reducir, o incluso agotar, la protección limitada contra las pérdidas de los Préstamos Hipotecarios de la ","reducir, o incluso agotar, la protección limitada contra las pérdidas de los Préstamos Hipotecarios de la "
365,96,96,0,que disfrutan los Bonos como resultado de la existencia de las operaciones de mejora de crédito ,que disfrutan los Bonos como resultado de la existencia de las operaciones de mejora de crédito 
366,53,53,0,descritas en el apartado 3.4.2 del Módulo Adicional. ,descritas en el apartado 3.4.2 del Módulo Adicional. 
367,99,99,0,El grado de subordinación en el pago de intereses y de reembolso de principal entre los Bonos y el ,El grado de subordinación en el pago de intereses y de reembolso de principal entre los Bonos y el 
368,94,94,0,Préstamo B que se deriva del Orden de Prelación de Pagos y del Orden de Prelación de Pagos de ,Préstamo B que se deriva del Orden de Prelación de Pagos y del Orden de Prelación de Pagos de 
369,98,98,0,"Liquidación, constituye un mecanismo de protección diferenciada entre los Bonos y el Préstamo B.  ","Liquidación, constituye un mecanismo de protección diferenciada entre los Bonos y el Préstamo B.  "
370,98,98,0,d) Riesgo de amortización anticipada de las Participaciones Hipotecarias y de los Certificados de ,d) Riesgo de amortización anticipada de las Participaciones Hipotecarias y de los Certificados de 
371,25,25,0,Transmisión de Hipoteca. ,Transmisión de Hipoteca. 
372,95,95,0,Las Participaciones Hipotecarias y los Certificados de Transmisión de Hipoteca agrupados en el ,Las Participaciones Hipotecarias y los Certificados de Transmisión de Hipoteca agrupados en el 
373,96,96,0,Fondo serán amortizados anticipadamente cuando los Deudores reembolsen anticipadamente la parte ,Fondo serán amortizados anticipadamente cuando los Deudores reembolsen anticipadamente la parte 
374,98,98,0,"del capital pendiente de amortizar de los Préstamos Hipotecarios, o en caso de ser subrogadas las ","del capital pendiente de amortizar de los Préstamos Hipotecarios, o en caso de ser subrogadas las "
375,94,94,0,Entidades Cedentes en los correspondientes Préstamos Hipotecarios por otra entidad financiera ,Entidades Cedentes en los correspondientes Préstamos Hipotecarios por otra entidad financiera 
376,87,87,0,habilitada al efecto o en virtud de cualquier otra causa que produzca el mismo efecto. ,habilitada al efecto o en virtud de cualquier otra causa que produzca el mismo efecto. 
377,98,98,0,"El riesgo que supondrá dicha amortización anticipada se traspasará trimestralmente, en cada Fecha ","El riesgo que supondrá dicha amortización anticipada se traspasará trimestralmente, en cada Fecha "
378,101,101,0,"de Pago, a los titulares de los Bonos mediante la amortización parcial de los mismos, de acuerdo con ","de Pago, a los titulares de los Bonos mediante la amortización parcial de los mismos, de acuerdo con "
379,93,93,0,lo previsto en las condiciones de amortización y en las reglas de Distribución de los Fondos ,lo previsto en las condiciones de amortización y en las reglas de Distribución de los Fondos 
380,92,92,0,Disponibles para Amortización en cada Fecha de Pago que se recogen en los apartados 4.9.2 y ,Disponibles para Amortización en cada Fecha de Pago que se recogen en los apartados 4.9.2 y 
381,31,31,0,4.9.3.5 de la Nota de Valores. ,4.9.3.5 de la Nota de Valores. 
382,29,29,0,e) Concentración geográfica. ,e) Concentración geográfica. 
383,92,92,0,Los préstamos hipotecarios seleccionados a 9 de junio de 2014 para su cesión al Fondo en su ,Los préstamos hipotecarios seleccionados a 9 de junio de 2014 para su cesión al Fondo en su 
384,103,103,0,"constitución cuyas garantías hipotecarias se encuentran ubicadas, tal y como se detalla en el apartado ","constitución cuyas garantías hipotecarias se encuentran ubicadas, tal y como se detalla en el apartado "
385,95,95,0,"2.2.2.m) del Módulo Adicional, en (i) Aragón suponen un número de 444 (37,56% del total), cuyo ","2.2.2.m) del Módulo Adicional, en (i) Aragón suponen un número de 444 (37,56% del total), cuyo "
386,97,97,0,"principal pendiente de vencer asciende a 44.818.092,80 euros (35,29% del total); en (ii) Navarra ","principal pendiente de vencer asciende a 44.818.092,80 euros (35,29% del total); en (ii) Navarra "
387,91,91,0,"suponen un número de 184 (15,57% del total), cuyo principal pendiente de vencer asciende a ","suponen un número de 184 (15,57% del total), cuyo principal pendiente de vencer asciende a "
388,96,96,0,"26.311.313,04 euros (20,72% del total) y en (ii) Andalucía suponen un número de 300 (25,38% del ","26.311.313,04 euros (20,72% del total) y en (ii) Andalucía suponen un número de 300 (25,38% del "
389,94,94,0,"total), cuyo principal pendiente de vencer asciende a 24.637.422,09 euros (19,40% del total). ","total), cuyo principal pendiente de vencer asciende a 24.637.422,09 euros (19,40% del total). "
390,97,97,0,"Dado este nivel de concentración, una situación de cualquier índole que tenga un efecto negativo ","Dado este nivel de concentración, una situación de cualquier índole que tenga un efecto negativo "
391,90,90,0,"sustancial sobre Aragón, Navarra y Andalucía pudiera afectar a los pagos de los Préstamos ","sustancial sobre Aragón, Navarra y Andalucía pudiera afectar a los pagos de los Préstamos "
392,74,74,0,Hipotecarios que respaldan la Emisión de Bonos de Titulización del Fondo. ,Hipotecarios que respaldan la Emisión de Bonos de Titulización del Fondo. 
393,91,91,0,f) Concentración en la fecha de formalización de los préstamos hipotecarios seleccionados. ,f) Concentración en la fecha de formalización de los préstamos hipotecarios seleccionados. 
394,89,89,0,Los préstamos hipotecarios seleccionados que integran la cartera seleccionada que fueron ,Los préstamos hipotecarios seleccionados que integran la cartera seleccionada que fueron 
395,101,101,0,"formalizados en el año 2012 constituyen el 60,76%, en términos de principal pendiente de vencer, del ","formalizados en el año 2012 constituyen el 60,76%, en términos de principal pendiente de vencer, del "
396,100,100,0,"total de la cartera seleccionada. Dada esta concentración y en base a la experiencia, es de suponer ","total de la cartera seleccionada. Dada esta concentración y en base a la experiencia, es de suponer "
397,97,97,0,"que su tasa de morosidad no haya alcanzado todavía su máximo valor, por lo que es posible que en ","que su tasa de morosidad no haya alcanzado todavía su máximo valor, por lo que es posible que en "
398,96,96,0,los próximos meses la tasa de morosidad de los Préstamos Hipotecarios pueda ir incrementándose. ,los próximos meses la tasa de morosidad de los Préstamos Hipotecarios pueda ir incrementándose. 
399,95,95,0,"La antigüedad media ponderada de la cartera era de 30,84 meses al 9 de junio de 2014, fecha de ","La antigüedad media ponderada de la cartera era de 30,84 meses al 9 de junio de 2014, fecha de "
400,38,38,0,selección de la cartera seleccionada. ,selección de la cartera seleccionada. 
401,28,28,0,g) Impacto de la Ley 1/2013 ,g) Impacto de la Ley 1/2013 
402,98,98,0,"La Ley 1/2013, de 14 de mayo, de medidas para reforzar la protección a los deudores hipotecarios, ","La Ley 1/2013, de 14 de mayo, de medidas para reforzar la protección a los deudores hipotecarios, "
403,95,95,0,reestructuración de deuda y alquiler social la “Ley 1/2013” introduce una serie de medidas Tue ,reestructuración de deuda y alquiler social la “Ley 1/2013” introduce una serie de medidas Tue 
404,97,97,0,"pueden afectar a la recuperación de los Préstamos Hipotecarios impagados y, por tanto, al Fondo, ","pueden afectar a la recuperación de los Préstamos Hipotecarios impagados y, por tanto, al Fondo, "
405,39,39,0,principalmente de la manera siguiente: ,principalmente de la manera siguiente: 
406,93,93,0,La suspensión del lanzamiento durante dos años en las adjudicaciones de vivienda habitual de ,La suspensión del lanzamiento durante dos años en las adjudicaciones de vivienda habitual de 
407,95,95,0,personas que se encuentren en los supuestos de especial vulnerabilidad y en las circunstancias ,personas que se encuentren en los supuestos de especial vulnerabilidad y en las circunstancias 
408,93,93,0,"económicas previstas, retrasaría la toma de posesión por el Fondo de dichas viviendas y, por ","económicas previstas, retrasaría la toma de posesión por el Fondo de dichas viviendas y, por "
409,36,36,0,"tanto, su comercialización y venta. ","tanto, su comercialización y venta. "
410,89,89,0,La limitación de los intereses de demora aplicables a los Préstamos Hipotecarios para la ,La limitación de los intereses de demora aplicables a los Préstamos Hipotecarios para la 
411,94,94,0,adquisición de vivienda habitual reduce el importe que puede ser recuperado por este concepto ,adquisición de vivienda habitual reduce el importe que puede ser recuperado por este concepto 
412,90,90,0,en los Préstamos Hipotecarios con intereses de demora pactados superiores a tres veces el ,en los Préstamos Hipotecarios con intereses de demora pactados superiores a tres veces el 
413,26,26,0,interés legal del dinero. ,interés legal del dinero. 
414,93,93,0,La apreciación por el órgano competente del carácter abusivo de una o varias cláusulas de un ,La apreciación por el órgano competente del carácter abusivo de una o varias cláusulas de un 
415,93,93,0,"Préstamo Hipotecario, puede alargar o anular el proceso de recuperación, así como reducir el ","Préstamo Hipotecario, puede alargar o anular el proceso de recuperación, así como reducir el "
416,31,31,0,importe exigible por el Fondo. ,importe exigible por el Fondo. 
417,96,96,0,En caso de adjudicación de una vivienda hipotecada por importe inferior a la deuda del Préstamo ,En caso de adjudicación de una vivienda hipotecada por importe inferior a la deuda del Préstamo 
418,89,89,0,"Hipotecario, el deudor podrá quedar liberado de su responsabilidad en un 35% de la deuda ","Hipotecario, el deudor podrá quedar liberado de su responsabilidad en un 35% de la deuda "
419,97,97,0,pendiente si cubre el pago del 65% en los cinco años siguientes o en un 20% si cubre el pago del ,pendiente si cubre el pago del 65% en los cinco años siguientes o en un 20% si cubre el pago del 
420,98,98,0,"80% de la deuda en los diez años siguientes, por lo que se pueden reducir los importe exigibles a ","80% de la deuda en los diez años siguientes, por lo que se pueden reducir los importe exigibles a "
421,63,63,0,los deudores por el Fondo con posterioridad a la adjudicación. ,los deudores por el Fondo con posterioridad a la adjudicación. 
422,92,92,0,En la subasta sin postor de vivienda habitual por ejecución de la hipoteca de los Préstamos ,En la subasta sin postor de vivienda habitual por ejecución de la hipoteca de los Préstamos 
423,101,101,0,"Hipotecarios, el Fondo podrá pedir la adjudicación de la vivienda por el 70 por cien del valor de la ","Hipotecarios, el Fondo podrá pedir la adjudicación de la vivienda por el 70 por cien del valor de la "
424,102,102,0,"subasta si el total de la deuda es superior a ese porcentaje, frente al 60 por cien anterior a la Ley ","subasta si el total de la deuda es superior a ese porcentaje, frente al 60 por cien anterior a la Ley "
425,88,88,0,"1/2013, por lo que se reducirían los importes exigibles a los deudores por el Fondo con ","1/2013, por lo que se reducirían los importes exigibles a los deudores por el Fondo con "
426,33,33,0,posterioridad a la adjudicación. ,posterioridad a la adjudicación. 
427,51,51,0,h) Riesgo de margen de los préstamos hipotecarios. ,h) Riesgo de margen de los préstamos hipotecarios. 
428,91,91,0,"El 65,93%, en términos de principal pendiente, de los préstamos hipotecarios de la cartera ","El 65,93%, en términos de principal pendiente, de los préstamos hipotecarios de la cartera "
429,89,89,0,seleccionada a 9 de junio de 2014 permiten bonificaciones en el margen aplicable para la ,seleccionada a 9 de junio de 2014 permiten bonificaciones en el margen aplicable para la 
430,103,103,0,determinación del tiSo de interés nominal variable los “Sréstamos hiSotecarios bonificables” siendo el ,determinación del tiSo de interés nominal variable los “Sréstamos hiSotecarios bonificables” siendo el 
431,101,101,0,margen medio ponderado por el principal pendiente de vencer incluyendo las bonificaciones vigentes a ,margen medio ponderado por el principal pendiente de vencer incluyendo las bonificaciones vigentes a 
432,103,103,0,"dicha fecha del 1,37% (1,24% para el total de la cartera seleccionada). En caso de que a 9 de junio de ","dicha fecha del 1,37% (1,24% para el total de la cartera seleccionada). En caso de que a 9 de junio de "
433,92,92,0,2014 todos los deudores con préstamos hipotecarios bonificables hubiesen cumplido todas las ,2014 todos los deudores con préstamos hipotecarios bonificables hubiesen cumplido todas las 
434,98,98,0,condiciones enumeradas en el apartado 2.2 del Módulo Adicional referentes a las bonificaciones de ,condiciones enumeradas en el apartado 2.2 del Módulo Adicional referentes a las bonificaciones de 
435,97,97,0,"los préstamos hipotecarios, el margen de los préstamos hipotecarios bonificables a la mencionada ","los préstamos hipotecarios, el margen de los préstamos hipotecarios bonificables a la mencionada "
436,79,79,0,"fecha hubiese sido del 1,11% (1,08% para el total de la cartera seleccionada). ","fecha hubiese sido del 1,11% (1,08% para el total de la cartera seleccionada). "
437,80,80,0,"El margen de la Emisión de Bonos a la constitución del Fondo será del 1,50%.    ","El margen de la Emisión de Bonos a la constitución del Fondo será del 1,50%.    "
438,94,94,0,Para cubrir la diferencia existente entre el margen de los Bonos y el margen de los Préstamos ,Para cubrir la diferencia existente entre el margen de los Bonos y el margen de los Préstamos 
439,96,96,0,"Hipotecarios, las Entidades Cedentes concederán al Fondo un Préstamo Subordinado para Intereses ","Hipotecarios, las Entidades Cedentes concederán al Fondo un Préstamo Subordinado para Intereses "
440,97,97,0,que permita satisfacer los conceptos enumerados en los lugares 1º y 2º del Orden de Prelación de ,que permita satisfacer los conceptos enumerados en los lugares 1º y 2º del Orden de Prelación de 
441,99,99,0,Pagos en cada Fecha de Pago en los términos descritos en el apartado 3.4.3.2 del Módulo Adicional. ,Pagos en cada Fecha de Pago en los términos descritos en el apartado 3.4.3.2 del Módulo Adicional. 
442,94,94,0,"Adicionalmente, para cubrir posibles incumplimientos de pago por parte de los Deudores de los ","Adicionalmente, para cubrir posibles incumplimientos de pago por parte de los Deudores de los "
443,102,102,0,"Préstamos Hipotecarios que se titulizan, se ha previsto una serie de operaciones de mejora de crédito ","Préstamos Hipotecarios que se titulizan, se ha previsto una serie de operaciones de mejora de crédito "
444,102,102,0,que permiten cubrir en diferente medida los importes pagaderos a los Bonos y que mitigan el riesgo de ,que permiten cubrir en diferente medida los importes pagaderos a los Bonos y que mitigan el riesgo de 
445,104,104,0,interés por las condiciones diferentes de las cláusulas de intereses de los Préstamos Hipotecarios y de ,interés por las condiciones diferentes de las cláusulas de intereses de los Préstamos Hipotecarios y de 
446,99,99,0,los Bonos y el Préstamo B. En situaciones excepcionales las operaciones de mejora podrían llegar a ,los Bonos y el Préstamo B. En situaciones excepcionales las operaciones de mejora podrían llegar a 
447,101,101,0,"ser insuficientes. Las operaciones de mejora de crédito se describen en los apartados 3.4.2, 3.4.3 y ","ser insuficientes. Las operaciones de mejora de crédito se describen en los apartados 3.4.2, 3.4.3 y "
448,28,28,0,3.4.4 del Módulo Adicional. ,3.4.4 del Módulo Adicional. 
449,32,33,1,DOCUMENTO DE REGISTRO DE VALORES,DOCUMENTO DE REGISTRO DE VALORES 
450,80,82,3,(Anexo VI del reglamento (CE) n* 809/2004 de la Comisión de 29 de abril de 2004),(Anexo VII del reglamento (CE) nº 809/2004 de la Comisión de 29 de abril de 2004) 
451,22,22,1,PERSONAS RESPONSABLES.,PERSONAS RESPONSABLES 
452,78,81,4,Personas responsables d a información que tigura en del Documento de Registro.,Personas responsables de la información que figura en del Documento de Registro. 
453,92,96,7,"D. Mario Masó Vicente, actuando en nombre y en reracentción de EUROPEA DE TITULIZACIÓN, S.A.","D. Mario Masiá Vicente, actuando en nombre y en representación de EUROPEA DE TITULIZACIÓN, S.A. "
454,79,83,7,SOCIEDAD GESTORA DE FONDOS DE TITULZACIÓN. ended promatora de RURAL HIPOTECARIO,"SOCIEDAD GESTORA DE FONDOS DE TITULIZACIÓN, entidad promotora de RURAL HIPOTECARIO "
455,87,91,7,"XVI FONDO DE TITULIZACIÓN DE ACTIVOS, asume la responsabacad del contenido del presento","XVII FONDO DE TITULIZACIÓN DE ACTIVOS, asume la responsabilidad del contenido del presente "
456,17,23,9,Decumento de age.,Documento de Registro. 
457,92,99,9,"D. Maio Masia Vicente, Drector General dela Sociedad Gestora, actia en vitud de la facutades","D. Mario Masiá Vicente, Director General de la Sociedad Gestora, actúa en virtud de las facultades "
458,94,101,12,úontendas porel Consejo ds Administración en us reunones de 19 de enero e 1943 y 1 de marzo de,conferidas por el Consejo de Administración en sus reuniones de 19 de enero de 1993 y 31 de marzo de 
459,94,98,5,"2010, y pr la Comisión Delegada del Consejo de Admiisvación en sus reuniones de 28 de enero de","2010, y por la Comisión Delegada del Consejo de Administración en sus reuniones de 28 de enero de "
460,89,97,8,"2000 y 23 de novembre de 2009, y, expresamente para la consiución del Fondo, en viu e las","2000 y 23 de noviembre de 2009, y, expresamente para la constitución del Fondo, en virtud de las "
461,89,99,13,"tacutades otorgadas porla Comisión Delegada del Conseo de Administració e 1 de aldo 2014,",facultades otorgadas por la Comisión Delegada del Consejo de Administración el 1 de abril de 2014. 
462,70,74,4,Declaración delos responsables del contenido del Documento de Regisro.,Declaración de los responsables del contenido del Documento de Registro.  
463,92,103,14,"D. Mario Masó Vicente declara que, 1s comportsse con una dlgncia raznabl paa asegurar que es","D. Mario Masiá Vicente declara que, tras comportarse con una diligencia razonable para asegurar que es "
464,95,103,11,"así, la infomación contenida en l presente Documento de Registr s, según su concomiento, conte.","así, la información contenida en el presente Documento de Registro es, según su conocimiento, conforme "
465,71,81,12,los hechos y no ncure en inguna omisión que pusera secar asu contenido.,a los hechos y no incurre en ninguna omisión que pudiera afectar a su contenido. 
466,20,21,1,AUDITORES DE CUENTAS,AUDITORES DE CUENTAS 
467,18,21,3,Autores del Fondo.,Auditores del Fondo. 
468,89,97,10,"De confomidad con o pravato en el apartado 442 del presente Documento de Regiso, el Fondo","De conformidad con lo previsto en el apartado 4.4.2 del presente Documento de Registro, el Fondo "
469,39,44,7,carece de itommación inanciera história,carece de información financiera histórica. 
470,90,98,9,Las cuentas anuales del Fondo serán ojeto de vercación y revsión anualmente por sudores de,Las cuentas anuales del Fondo serán objeto de verificación y revisión anualmente por auditores de 
471,97,103,7,cuentas. Las cuentas anales del Fondo y e nforme de audtoria delas mismas serán depositados en el,cuentas. Las cuentas anuales del Fondo y el informe de auditoría de las mismas serán depositados en el 
472,27,33,8,Flgisr Mercanl y enla CNMV.,Registro Mercantil y en la CNMV. 
473,97,103,9,"La Socedad Gestora procederá a designar, or periodos máximos de ras (3) años, al autor de cuenta.","La Sociedad Gestora procederá a designar, por períodos máximos de tres (3) años, al auditor de cuentas "
474,92,96,7,"que lleve a cabo, durante ese periodo de iempo, la audicria de las cuentas anuales del Fondo","que lleve a cabo, durante ese período de tiempo, la auditoría de las cuentas anuales del Fondo, "
475,90,100,14,"inlomando detal designación ala CNV. La desgnación dun audhor de cuentas durante un pardo,",informando de tal designación a la CNMV. La designación de un auditor de cuentas durante un periodo 
476,91,106,17,"determinado no mposisitrá su designación para os perso postres respetando, en todo caso las","determinado no imposibilitará su designación para los periodos posteriores, respetando, en todo caso, las "
477,90,102,18,“dsposicones legales vigentes en dcha mater. La Cocco Gestora proceder ala Comunicación la,disposiciones legales vigentes en dicha materia. La Sociedad Gestora procederá a la comunicación a la 
478,21,25,4,CNV de ta designación,CNMV de tal designación. 
479,44,45,1,Criterios contables utilizados por el Fondo.,Criterios contables utilizados por el Fondo. 
480,94,105,11,Los ingresos y gastos se reconocerán po el Fondo siguiendo los pins contables picabls vigentes,Los ingresos y gastos se reconocerán por el Fondo siguiendo los principios contables aplicables vigentes 
481,90,98,10,"en ceda moment, siendo actualmente los recogios, pincpalmente, en la Cacuar 22009 de 25 de","en cada momento, siendo actualmente los recogidos, principalmente, en la Circular 2/2009 de 25 de "
482,96,98,4,"marzo de la CNMV, Sobre nomas Contables, cuentas anuales, estados financieros públicos y estados","marzo de la CNMV, sobre normas contables, cuentas anuales, estados financieros públicos y estados "
483,80,94,16,"reservados de itomación etadstca delos Fondos de Tiuizacón, en u redacción Vent.","reservados de información estadística de los Fondos de Titulización, en su redacción vigente. "
484,87,103,20,"El efec sconómico del Fondo conca con el año natura Sn embargo y por acepción, el prmer","El ejercicio económico del Fondo coincidirá con el año natural. Sin embargo y por excepción, el primer "
485,88,103,20,"jsi económico se niiará en la fecha de consttucón del Fordo, y el limo ejeaico aconómito","ejercicio económico se iniciará en la fecha de constitución del Fondo, y el último ejercicio económico "
486,58,66,10,Anakzará enla fecha en que tenga luarla extinción el Fondo,finalizará en la fecha en que tenga lugar la extinción del Fondo. 
487,18,19,1,FACTORES DE RIESGO,FACTORES DE RIESGO 
488,89,106,19,Los factores dere gados sl Emo e esten en el apartado 1 de la sección anterio de Factores,Los factores de riesgo ligados al Emisor se describen en el apartado 1 de la sección anterior de Factores 
489,30,32,3,de Rlesgo del presente Foleto.,de Riesgo del presente Folleto. 
490,27,28,6,INFORMACIÓN SOBRE EL Emisor,INFORMACIÓN SOBRE EL EMISOR 
491,72,75,4,Declaración de que el Emisor se ha constiido como tondo de titulización.,Declaración de que el Emisor se ha constituido como fondo de titulización. 
492,86,104,21,"El Emisor 8 un fondo de ttulzacón de actos, de carácter cerdo, que se consta conto ala","El Emisor es un fondo de titulización de activos, de carácter cerrado, que se constituirá conforme a la "
493,17,22,7,legaaciónecpañola,legislación española. 
494,34,39,5,Nombre legal y presiona del Emisor,Nombre legal y profesional del Emisor. 
495,86,90,11,"La enominación del Emisores “RURAL HIPOTECARIO XVIIFONDO DE TITULIZACIÓN DE ACTIVOS"" y","La denominación del Emisor es “RURAL HIPOTECARIO XVII FONDO DE TITULIZACIÓN DE $C7,926” y "
496,89,100,19,"para su Hieticacón, también poctán ser utzados Indsintamente las squertes denominaciones.","para su identificación, también podrán ser utilizados indistintamente las siguientes denominaciones "
497,26,12,25,"+ RURALHIPOTECARIO XVNFTA,",abreviadas: 
498,27,27,8,1 RURALHIPOTECARIO XMIF.TA.,RURAL HIPOTECARIO XVII FTA 
499,51,30,47,Lugar del registro del Emisor y número de registro.,RURAL HIPOTECARIO XVII F.T.A. 
500,88,52,62,El luar de regar del Fondo es España enla CNMV. El Fondo he id nsrto eos Regisos Oiiales,Lugar del registro del Emisor y número de registro. 
501,8,106,98,ela CNV.,El lugar de registro del Fondo es España en la CNMV. El Fondo ha sido inscrito en los Registros Oficiales 
502,18,12,16,Registro Mercantil,de la CNMV. 
503,90,19,79,"Se hace constar quen la constución del Fondo, os Bonos que es eman con cago su scto, serán",Registro Mercantil 
504,88,106,78,"objeto de mecon an el Repo Mercantil, tenor e la acuña potestatva contenida en el arte 5","Se hace constar que ni la constitución del Fondo, ni los Bonos que se emitan con cargo a su activo, serán "
505,24,112,97,el Real Decreto 926/199.,"objeto de inscripción en el Registro Mercantil, a tenor de la facultad potestativa contenida en el artículo 5.4 "
506,55,27,46,Fecha de consiltución y periodo de actividad de Emisor.,del Real Decreto 926/1998. 
507,32,57,29,Fecha de constitución del Fondo.,Fecha de constitución y período de actividad del Emisor. 
508,95,33,76,La Sociedad Gestora juto con las Enidades Cedentes procederá otorgar el día 3 de julo de 2014 a,Fecha de constitución del Fondo. 
509,78,102,83,scrtura púbica de consiución de RURAL HIPOTECARIO XVIl FONDO DE TIULIZACIÓN DE,La Sociedad Gestora junto con las Entidades Cedentes procederá a otorgar el día 3 de julio de 2014 la 
510,92,85,82,"ACTIVOS, ossió por as Entidades Cedentes de ls derechos de crto de os Préstamos Hipotecarios",escritura pública de constitución de RURAL HIPOTECARIO XVII FONDO DE TITULIZACIÓN DE 
511,87,100,70,madre la omisión delas Parlcpaciones Hotecarís y de os Cenicaos de Transmisión de Fipte,"ACTIVOS, cesión por las Entidades Cedentes de los derechos de crédito de los Préstamos Hipotecarios "
512,93,105,77,"y su suscrpclón por el Fondo, y emisión por el Fondo de los Bonos de Tiulzacón Ja “Esctura de",mediante la emisión de las Participaciones Hipotecarias y de los Certificados de Transmisión de Hipoteca 
513,76,101,76,Constitución”) ens términos previstos on el ríclo 6 el Real Decreto 926/1908,"y su suscripción por el Fondo, y emisión por el Fondo de los Bonos de Titulización (la “Escritura de "
514,89,76,71,La Socedad Gestora manifesta que el contenido de la Escrtura de Consttucón coincdrá con a,Constitución” en los términos Srevistos en el arttculo  del 5eal 'ecreto    
